tradeday,account,nav
2019-01-16,XLIN02,58213.9825
2019-01-17,XLIN02,58342.4825
2019-01-18,XLIN02,58573.6325
2019-01-21,XLIN02,58573.6325
2019-01-22,XLIN02,58299.1325
2019-01-23,XLIN02,58319.332500000004
2019-01-24,XLIN02,58264.532499999994
2019-01-25,XLIN02,58506.63250000001
2019-01-28,XLIN02,58336.7825
2019-01-29,XLIN02,58334.5325
2019-01-30,XLIN02,58543.88250000001
2019-01-31,XLIN02,59076.1325
2019-02-01,XLIN02,59034.4325
2019-02-04,XLIN02,59175.0325
2019-02-05,XLIN02,59374.23249999999
2019-02-06,XLIN02,59268.2825
2019-02-07,XLIN02,58821.682499999995
2019-02-08,XLIN02,58982.0825
2019-02-11,XLIN02,58995.332500000004
2019-02-12,XLIN02,59112.282499999994
2019-02-13,XLIN02,59049.6325
2019-02-14,XLIN02,58832.3825
2019-02-15,XLIN02,58906.8825
2019-02-18,XLIN02,58906.8825
2019-02-19,XLIN02,58983.73249999999
2019-02-20,XLIN02,59049.93249999999
2019-02-21,XLIN02,58986.332500000004
2019-02-22,XLIN02,58942.7325
2019-02-25,XLIN02,58975.7825
2019-02-26,XLIN02,58880.432499999995
2019-02-27,XLIN02,58796.7325
2019-02-28,XLIN02,58770.88250000001
2019-03-01,XLIN02,58776.182499999995
2019-03-04,XLIN02,58887.6825
2019-03-05,XLIN02,59121.832500000004
2019-03-06,XLIN02,59008.8825
2019-03-07,XLIN02,58693.7225
2019-03-08,XLIN02,58559.6225
2019-03-11,XLIN02,58985.52250000001
2019-03-12,XLIN02,58996.0225
2019-03-13,XLIN02,59017.1725
2019-03-14,XLIN02,58869.12249999999
2019-03-15,XLIN02,58869.12249999999
